cluster	matrix_name	transcripts_ids	Gene	Enrichment	Adjust P-value	Description
female gametes	Smp-024390	Smp_024390.1	Smp_024390	0.29116945635400227	3.292542828838463e-5	Microsomal signal peptidase 25 kDa subunit
female gametes	Smp-062520	Smp_062520.1	Smp_062520	0.2902932645744887	2.151210692040438e-6	N-terminal acetlytransferase-related
female gametes	Smp-077070	Smp_077070.1,Smp_077070.2	Smp_077070	0.28924809956097675	0.006253804714561214	SUI1 domain-containing protein
female gametes	Smad4	Smp_033950.1	Smp_033950	0.28887824410150315	9.909685838551998e-19	Mothers against decapentaplegic homolog
female gametes	Smp-018280	Smp_018280.1	Smp_018280	0.2882427278797781	7.429874647417177e-6	CLP1_P domain-containing protein
female gametes	Smp-306230	Smp_306230.1,Smp_306230.2	Smp_306230	0.286038192259375	1.098327346702781e-4	NA
female gametes	Smp-084320	Smp_084320.1	Smp_084320	0.28585908441022295	4.218294827666792e-14	Ethanolaminephosphotransferase 6
female gametes	Smp-267120	Smp_267120.1	Smp_267120	0.28553812227361386	4.248640707145189e-7	NA
female gametes	Smp-158240	Smp_158240.1,Smp_158240.2,Smp_158240.3	Smp_158240	0.28544447602560286	2.4209458087509868e-5	Fumarate hydratase
female gametes	Smp-162710	Smp_162710.1	Smp_162710	0.2843215514259197	2.0143659076821446e-17	Aurora kinase
female gametes	Smp-004170	Smp_004170.1	Smp_004170	0.28415041934200796	2.314012343103613e-24	Protein disulfide-isomerase
female gametes	Smp-135740	Smp_135740.1	Smp_135740	0.283098466626285	0.021700509437356085	Splicing factor 3B subunit 5
female gametes	Smp-303320	Smp_303320.1	Smp_303320	0.282427775058255	5.538748914064527e-7	Tetraspanin
female gametes	Smp-086860	Smp_086860.1	Smp_086860	0.2806457204712083	2.0958108336774956e-23	Histone H2A
female gametes	Smp-124440	Smp_124440.1	Smp_124440	0.2794453207758175	0.01515958759281385	Putative glycerol kinase
female gametes	Smp-041450	Smp_041450.1	Smp_041450	0.27860588335239056	0.03471855973793318	Asparagine--tRNA ligase
female gametes	Smp-097660	Smp_097660.1	Smp_097660	0.27687063775792	0.006433657863576281	DEAD box ATP-dependent RNA helicase, putative
female gametes	Smp-080130	Smp_080130.1	Smp_080130	0.27624654978429797	0.003198385395306697	Protein-S-isoprenylcysteine O-methyltransferase
female gametes	Smp-122780	Smp_122780.1,Smp_122780.2	Smp_122780	0.2761886922248949	1.5441715221205756e-8	Leucyl-tRNA synthetase
female gametes	SmLPLH	Smp_025160.1,Smp_025160.2,Smp_025160.3	Smp_025160	0.27350517651082495	7.866424091687895e-4	Lysophospholipase homolog
female gametes	Smp-342560	Smp_342560.1	Smp_342560	0.2719906657746465	2.7325805664999405e-21	G2/mitotic-specific cyclin-B3
female gametes	Smp-340220	Smp_340220.1	Smp_340220	0.2707449130373592	6.701680063852538e-5	Putative choline/ethanolamine kinase
female gametes	Smp-048160	Smp_048160.1	Smp_048160	0.27052291162248504	1.734974848624019e-6	Putative rna recognition motif protein split ends
female gametes	Smp-122490	Smp_122490.1	Smp_122490	0.2702040491579663	8.23414191994768e-7	NA
female gametes	Smp-309210	Smp_309210.1	Smp_309210	0.26989611637652866	0.025207479566481686	NA
female gametes	Smp-156470	Smp_156470.1	Smp_156470	0.2672351170030464	6.8159289261120755e-6	NA
female gametes	Smp-073560	Smp_073560.1	Smp_073560	0.2666694037988378	1.710499758737513e-5	G beta-like protein gbl
female gametes	Smp-326520	Smp_326520.1	Smp_326520	0.2657274031799448	5.261330715085864e-12	NA
female gametes	Smp-015720	Smp_015720.1	Smp_015720	0.2646674286636055	0.022304567002653736	Obg-like ATPase 1
female gametes	Smp-052060	Smp_052060.1	Smp_052060	0.2644768704297158	8.79833919399936e-14	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial
female gametes	Smp-055340	Smp_055340.1	Smp_055340	0.2634944883889379	9.779534579324668e-5	Putative lin-9
female gametes	Smp-055800	Smp_055800.1	Smp_055800	0.2633810379161542	0.0014155039924075292	Pescadillo homolog
female gametes	Smp-072800	Smp_072800.1	Smp_072800	0.26237971993307063	1.0050758929304348e-8	DNA-directed RNA polymerase I subunit H
female gametes	Smp-084900	Smp_084900.1	Smp_084900	0.26217434985376775	0.005967334580164767	eIF-2B GDP-GTP exchange factor subunit alpha
female gametes	Smp-058880	Smp_058880.1	Smp_058880	0.2616708638463762	3.201387010426602e-5	FSH1 domain-containing protein
female gametes	Smp-214110	Smp_214110.1	Smp_214110	0.2593836057001814	1.8365651040039714e-7	5'-deoxynucleotidase HDDC2
female gametes	Smp-019840	Smp_019840.1,Smp_019840.2	Smp_019840	0.25790299836766184	0.0016461034270194895	DNA ligase
female gametes	Smp-149900	Smp_149900.1	Smp_149900	0.25664772219312426	0.01539581898920405	T-complex protein 1 subunit eta
female gametes	Smp-007890	Smp_007890.1	Smp_007890	0.25632111107472116	2.8677787509055267e-18	DNA-directed RNA polymerase III subunit RPC9
female gametes	Smp-169320	Smp_169320.1	Smp_169320	0.25586536009961136	6.603252278127647e-6	PPM-type phosphatase domain-containing protein
female gametes	Smp-076230	Smp_076230.1	Smp_076230	0.2557581064009933	0.007453484628384622	Proteasome subunit alpha type
female gametes	Smp-243210	Smp_243210.1	Smp_243210	0.25537384447867933	6.275999545994302e-5	Caspase-7
female gametes	Smp-071570	Smp_071570.1,Smp_071570.2	Smp_071570	0.2553517460012807	5.896406556714925e-19	B-related factor 1
female gametes	Smp-144560	Smp_144560.1	Smp_144560	0.25484546826089294	2.29552299080971e-4	Putative nucleobindin
female gametes	Smp-051080	Smp_051080.1	Smp_051080	0.25368880865039367	0.005277035110865094	Clathrin light chain
female gametes	Smp-310180	Smp_310180.1	Smp_310180	0.25342839490415836	6.472632630160253e-13	START domain-containing protein
female gametes	Smp-194160	Smp_194160.1,Smp_194160.2	Smp_194160	0.2532343804792575	3.6310147381820446e-4	Leucyl-tRNA synthetase
female gametes	Smp-032510	Smp_032510.1	Smp_032510	0.2531677446373837	2.2283507862473306e-4	Putative importin-beta 3
female gametes	G28024	SmLINC151825-IBu,SmLINC151826-IBu	G28024	0.2529324271266967	0.002581374283623862	SmLINC151825-IBu,SmLINC151826-IBu
female gametes	Smp-332620	Smp_332620.1	Smp_332620	0.2524482920779124	0.004901893208322172	Clu domain-containing protein
flame cells	Smp-335600	Smp_335600.1	Smp_335600	3.2986204229095377	0	NA
flame cells	Smp-130070	Smp_130070.1,Smp_130070.2,Smp_130070.3,Smp_130070.4,Smp_130070.5	Smp_130070	3.079497621427691	0	Putative nephrin
flame cells	Smp-152990	Smp_152990.1	Smp_152990	2.889493338080229	0	NA
flame cells	Smp-035040	Smp_035040.1	Smp_035040	2.778845498697442	0	Ig-like domain-containing protein
flame cells	Smp-124290	Smp_124290.1	Smp_124290	2.7285475934778676	0	NA
flame cells	Smp-071390	Smp_071390.1	Smp_071390	2.5610339029317486	0	Adenylate kinase; Putative adenylate kinase
flame cells	Smp-313980	Smp_313980.1	Smp_313980	2.4005572898521934	0	Tubulin beta chain
flame cells	Smp-321850	Smp_321850.1	Smp_321850	2.2973959030070588	0	NA
flame cells	Smp-103790	Smp_103790.1	Smp_103790	2.2916024654186753	0	Tubulin alpha chain
flame cells	Smp-125130	Smp_125130.1	Smp_125130	2.2460288282599206	0	GpcrRhopsn4 domain-containing protein
flame cells	Smp-346030	Smp_346030.1,Smp_346030.2,Smp_346030.3	Smp_346030	2.222831812854458	0	NA
flame cells	Smp-327570	Smp_327570.1	Smp_327570	2.1796764022327992	0	NA
flame cells	Smp-181270	Smp_181270.1,Smp_181270.2,Smp_181270.3	Smp_181270	2.1679198628351064	0	RRM domain-containing protein
flame cells	Smp-070380	Smp_070380.1	Smp_070380	2.1142157105137755	0	NA
flame cells	Smp-313990	Smp_313990.1	Smp_313990	2.1069086163208666	0	Tubulin beta chain
flame cells	Smp-246540	Smp_246540.1	Smp_246540	2.002939773899123	0	NA
flame cells	Smp-078230	Smp_078230.1	Smp_078230	1.988213815419582	0	cGMP-dependent protein kinase
flame cells	Smp-030440	Smp_030440.1	Smp_030440	1.890404917582617	0	NA
flame cells	Smp-333140	Smp_333140.1	Smp_333140	1.8882833064013715	0	NA
flame cells	Smp-003330	Smp_003330.1	Smp_003330	1.8631407950187315	0	Putative 13 kDa deflagellation-inducible protein
flame cells	Smp-344500	Smp_344500.1,Smp_344500.2	Smp_344500	1.857733427607191	0	Receptor protein-tyrosine kinase
flame cells	Smp-307090	Smp_307090.1,Smp_307090.2,Smp_307090.3,Smp_307090.4,Smp_307090.5,Smp_307090.6,Smp_307090.7	Smp_307090	1.857729969765739	0	NA
flame cells	Smp-123190	Smp_123190.1,Smp_123190.2	Smp_123190	1.850916774074292	0	ADP-ribosylation factor-like protein 2-binding protein
flame cells	Smp-137810	Smp_137810.1	Smp_137810	1.8373881536305061	0	NA
flame cells	Smp-149110	Smp_149110.1	Smp_149110	1.7980486593025162	0	NA
flame cells	Smp-134540	Smp_134540.1	Smp_134540	1.7787697739029125	0	NA
flame cells	Smp-314240	Smp_314240.1	Smp_314240	1.7322557653835085	0	NA
flame cells	Smp-153100	Smp_153100.1	Smp_153100	1.7119163227431256	0	Putative potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel
flame cells	Smp-323690	Smp_323690.1	Smp_323690	1.6947019139855457	0	NA
flame cells	Smp-042740	Smp_042740.1	Smp_042740	1.6571364417991665	0	Putative spag6
flame cells	Smp-168590	Smp_168590.1	Smp_168590	1.636971117052009	0	Macrophage scavenger receptor-related
flame cells	Smp-344390	Smp_344390.1	Smp_344390	1.630295496568948	0	DUF5730 domain-containing protein
flame cells	Smp-200610	Smp_200610.1	Smp_200610	1.6212264953800233	0	NA
flame cells	Smp-055630	Smp_055630.1	Smp_055630	1.6116994290354205	0	NA
flame cells	Smp-200190	Smp_200190.1	Smp_200190	1.6076413480728817	0	Dynein light chain
flame cells	Smp-001610	Smp_001610.1	Smp_001610	1.5841058794286595	0	NA
flame cells	Smp-137750	Smp_137750.1	Smp_137750	1.5804665538845002	0	Calbindin-32, putative
flame cells	Smp-036720	Smp_036720.1	Smp_036720	1.5794410916604102	0	NA
flame cells	Smp-342230	Smp_342230.1	Smp_342230	1.5402430024080538	0	NA
flame cells	Smp-245800	Smp_245800.1,Smp_245800.2,Smp_245800.3,Smp_245800.4,Smp_245800.5	Smp_245800	1.5266401828744842	0	NA
flame cells	Smp-171270	Smp_171270.1,Smp_171270.2	Smp_171270	1.5253419470810263	0	GTP 3',8-cyclase
flame cells	UPPA	Smp_308140.1,Smp_308140.2,Smp_308140.3	Smp_308140	1.5096000828309852	0	Uridine phosphorylase A
flame cells	Smp-148130	Smp_148130.1	Smp_148130	1.4873827626509395	0	Putative spindle assembly checkpoint component MAD1 (Mitotic arrest deficient protein 1)
flame cells	Smp-087560	Smp_087560.1,Smp_087560.2	Smp_087560	1.487369917092903	0	NYD-SP28 domain-containing protein
flame cells	Smp-121600	Smp_121600.1,Smp_121600.2,Smp_121600.3	Smp_121600	1.486734025752048	0	NA
flame cells	Smp-152210	Smp_152210.1	Smp_152210	1.4562295982558915	0	Odd-skipped-related
flame cells	Smp-172140	Smp_172140.1	Smp_172140	1.4448918578064887	0	TPH domain-containing protein
flame cells	Smp-190140	Smp_190140.1	Smp_190140	1.4367324590340078	0	NA
flame cells	Smp-170600	Smp_170600.1	Smp_170600	1.4202517306539537	0	NA
flame cells	Smp-013080	Smp_013080.1	Smp_013080	1.3849391969195137	0	ATPase_AAA_core domain-containing protein
flame cells	Smp-030870	Smp_030870.1	Smp_030870	1.3741787627772502	0	NA
flame cells	Smp-004160	Smp_004160.1	Smp_004160	1.37130065322621	0	NA
flame cells	Smp-127930	Smp_127930.1	Smp_127930	1.3625470167970635	0	NA
flame cells	Smp-150580	Smp_150580.1	Smp_150580	1.3616718593727553	0	Nst1p-like protein
flame cells	Smp-335720	Smp_335720.1	Smp_335720	1.3538960309909245	0	DUF667 domain-containing protein
flame cells	Smp-093110	Smp_093110.1	Smp_093110	1.3533838813132872	0	NA
flame cells	Smp-163660	Smp_163660.1	Smp_163660	1.3405798972239338	0	NA
flame cells	Smp-141940	Smp_141940.1	Smp_141940	1.3381144090348993	0	NA
flame cells	Smp-334740	Smp_334740.1,Smp_334740.2	Smp_334740	1.3349959945547547	0	NA
flame cells	Smp-267270	Smp_267270.1,Smp_267270.2	Smp_267270	1.3236816769506279	0	DUF4200 domain-containing protein
flame cells	Smp-336310	Smp_336310.1,Smp_336310.2	Smp_336310	1.3230569436151738	0	NA
flame cells	Smp-322690	Smp_322690.1	Smp_322690	1.3184083705043053	0	NA
flame cells	Smp-168270	Smp_168270.1,Smp_168270.2,Smp_168270.3,Smp_168270.4	Smp_168270	1.3128706227595035	0	Nucleoside diphosphate kinase
flame cells	Smp-202470	Smp_202470.1	Smp_202470	1.2826658029915499	0	Smp_202470
flame cells	Smp-194770	Smp_194770.1	Smp_194770	1.279626619673748	0	Taurocyamine kinase
flame cells	Smp-033330	Smp_033330.1	Smp_033330	1.277041297787003	0	SH3 domain-binding glutamic acid-rich-like protein
flame cells	Smp-347280	Smp_347280.1	Smp_347280	1.2734638835962868	0	NA
flame cells	Smp-164150	Smp_164150.1	Smp_164150	1.262550382203677	0	Protein kinase
flame cells	Smp-078040	Smp_078040.1	Smp_078040	1.261873509780509	0	Tubulin beta chain
flame cells	Smp-248020	Smp_248020.1	Smp_248020	1.2589157792602643	0	Transmembrane protein 231
flame cells	Smp-016600	Smp_016600.1	Smp_016600	1.254627381408438	0	Amino acid transporter
flame cells	Smp-099210	Smp_099210.1	Smp_099210	1.2528757693867787	0	NA
flame cells	Smp-150150	Smp_150150.1	Smp_150150	1.2476479578660937	0	NA
flame cells	Smp-340830	Smp_340830.1	Smp_340830	1.2284726064743121	0	Enkurin domain-containing protein
flame cells	Smp-333190	Smp_333190.1,Smp_333190.2,Smp_333190.3	Smp_333190	1.2243780383126914	0	NA
flame cells	TPx-2	Smp_158110.1,Smp_158110.2	Smp_158110	1.2234027156040859	0	Peroxiredoxin, Prx2; Thioredoxin peroxidase; Thioredoxin peroxidase 2
flame cells	Smp-025860	Smp_025860.1,Smp_025860.2	Smp_025860	1.211703598083643	0	NA
flame cells	Smp-158660	Smp_158660.1	Smp_158660	1.2109350748874994	0	Axonemal dynein light chain, putative
flame cells	Smp-125900	Smp_125900.1	Smp_125900	1.2105828581020874	0	NA
flame cells	Smp-160490	Smp_160490.1	Smp_160490	1.206757852833082	0	NA
flame cells	Smp-134950	Smp_134950.1	Smp_134950	1.2062424362407254	0	Centrin-related
flame cells	Smp-302090	Smp_302090.1	Smp_302090	1.2062289673670847	0	Putative ctl2
flame cells	Smp-038960	Smp_038960.1,Smp_038960.2	Smp_038960	1.2062055773127003	0	L-lactate dehydrogenase
flame cells	Smp-076860	Smp_076860.1	Smp_076860	1.2047541250420064	0	NA
flame cells	Smp-212560	Smp_212560.1	Smp_212560	1.187068770833851	0	Smp_212560
flame cells	Smp-134660	Smp_134660.1	Smp_134660	1.180383005469535	0	Putative radial spokehead-l
flame cells	Smp-343970	Smp_343970.1	Smp_343970	1.1760275527035073	0	Tektin
flame cells	Smp-054840	Smp_054840.1	Smp_054840	1.1719568259022402	0	DNA replication licensing factor MCM2
flame cells	Smp-154500	Smp_154500.1	Smp_154500	1.1713136836402918	0	NA
flame cells	Smp-085290	Smp_085290.1	Smp_085290	1.1707817620373357	0	Tropomyosin, putative
flame cells	Smp-303940	Smp_303940.1	Smp_303940	1.1611195684668263	0	NA
flame cells	Smp-344810	Smp_344810.1	Smp_344810	1.1555012442056465	0	NA
flame cells	Smp-151820	Smp_151820.1,Smp_151820.2	Smp_151820	1.1526292448670465	0	Putative microtubule-associated protein 9 (Aster-associated protein)
flame cells	Smp-100350	Smp_100350.1	Smp_100350	1.1516068747035377	0	NA
flame cells	Smp-012670	Smp_012670.1,Smp_012670.2	Smp_012670	1.1509840038831591	0	NA
flame cells	Smp-245100	Smp_245100.1,Smp_245100.2	Smp_245100	1.149343656831336	0	CEP209_CC5 domain-containing protein
flame cells	Smp-035220	Smp_035220.1,Smp_035220.2,Smp_035220.3	Smp_035220	1.1441001720047117	0	Kinesin-like protein
flame cells	Smp-060160	Smp_060160.1	Smp_060160	1.1304969129398486	0	SPEF1-like protein
flame cells	Smp-335210	Smp_335210.1	Smp_335210	1.1292703297433113	0	NA
flame cells	Smp-164070	Smp_164070.1	Smp_164070	1.1284339925416944	0	NA
flame cells	Smp-332890	Smp_332890.1	Smp_332890	1.104619658971067	0	NA
flame cells	Smp-145380	Smp_145380.1	Smp_145380	1.101194691168168	0	NA
flame cells	Smp-169860	Smp_169860.1	Smp_169860	1.0999988456375813	0	Putative normocyte-binding protein 1
flame cells	Smp-136210	Smp_136210.1	Smp_136210	1.0964081053102444	0	Putative testis development protein nyd-sp29
flame cells	Smp-012930	Smp_012930.1	Smp_012930	1.089629392482228	0	Inosine-5'-monophosphate dehydrogenase
flame cells	Smp-061050	Smp_061050.1	Smp_061050	1.0888617201160793	0	Putative dna double-strand break repair rad50 ATPase
flame cells	Smp-041550	Smp_041550.1	Smp_041550	1.085750428730749	0	NA
flame cells	Smp-151020	Smp_151020.1,Smp_151020.2	Smp_151020	1.0843510639089107	0	Putative transmembrane protein 17
flame cells	Smp-242670	Smp_242670.1,Smp_242670.2	Smp_242670	1.083626635497124	0	Leucine zipper protein, putative
flame cells	Smp-049170	Smp_049170.1	Smp_049170	1.0738740607554078	0	Putative camp-regulated phosphoprotein
flame cells	Smp-046410	Smp_046410.1	Smp_046410	1.0686058260710267	0	Tektin
flame cells	Smp-332520	Smp_332520.1,Smp_332520.2	Smp_332520	1.0678422801630403	0	NA
flame cells	Smp-241990	Smp_241990.1,Smp_241990.2,Smp_241990.3	Smp_241990	1.0669759447485128	0	NA
flame cells	Smp-330260	Smp_330260.1	Smp_330260	1.066855047208729	0	NA
flame cells	Smp-346540	Smp_346540.1,Smp_346540.2	Smp_346540	1.0558914767523513	0	NA
flame cells	Smp-136850	Smp_136850.1	Smp_136850	1.0532656208252675	0	Centrin-related
flame cells	Smp-131620	Smp_131620.1	Smp_131620	1.049620868182199	0	FHA domain-containing protein
flame cells	Smp-149130	Smp_149130.1	Smp_149130	1.0374555773225544	0	Putative fimbrin/plastin
flame cells	Smp-088940	Smp_088940.1,Smp_088940.2,Smp_088940.3	Smp_088940	1.0278849487219779	0	Putative zinc finger protein
flame cells	Smp-062970	Smp_062970.1	Smp_062970	1.0262319734787706	0	WD-repeat protein, putative
flame cells	Smp-150410	Smp_150410.1	Smp_150410	1.0222992211458526	0	NA
flame cells	Smp-342440	Smp_342440.1	Smp_342440	1.0177972655680476	0	NA
flame cells	Smp-132690	Smp_132690.1	Smp_132690	1.014822748475946	0	RuvB-like helicase
flame cells	Smp-055900	Smp_055900.1	Smp_055900	1.0052277914644487	0	NA
flame cells	Smp-145090	Smp_145090.1	Smp_145090	1.0009623155944871	0	Serine incorporator 5
flame cells	Smp-123230	Smp_123230.1	Smp_123230	0.9990265865490582	0	Dynein assembly factor 1, axonemal homolog
flame cells	Smp-068350	Smp_068350.1	Smp_068350	0.9973859970628526	0	Meiosis-specific nuclear structural protein 1
flame cells	Smp-000580	Smp_000580.1	Smp_000580	0.996561210321442	0	NA
flame cells	Smp-200570	Smp_200570.1	Smp_200570	0.9849888965790371	0	Smp_200570
flame cells	Smp-147350	Smp_147350.1	Smp_147350	0.9840548348067971	0	SEP domain-containing protein
flame cells	Smp-337370	Smp_337370.1	Smp_337370	0.9814458441569558	0	2-phospho-D-glycerate hydro-lyase
flame cells	Smp-170700	Smp_170700.1	Smp_170700	0.9792232858721787	0	Putative wd-repeat protein
flame cells	Smp-343530	Smp_343530.1	Smp_343530	0.9787363310488704	0	NA
flame cells	Smp-103920	Smp_103920.1	Smp_103920	0.9780919711540907	0	Axonemal dynein intermediate chain, putative
flame cells	Smp-312630	Smp_312630.1	Smp_312630	0.9732951571364856	0	Dynein light chain
flame cells	Smp-059090	Smp_059090.1	Smp_059090	0.9691663710894443	0	Putative camp-dependent protein kinase regulatory subunit
flame cells	Smp-074410	Smp_074410.1	Smp_074410	0.9675409211189809	0	NA
flame cells	Smp-166090	Smp_166090.1,Smp_166090.2,Smp_166090.3	Smp_166090	0.9674880292595095	0	NA
flame cells	Smp-180580	Smp_180580.1	Smp_180580	0.966337308478639	0	Trichoplein keratin filament-binding protein
flame cells	Smp-151190	Smp_151190.1	Smp_151190	0.9639652994191104	0	Retinal rod rhodopsin-sensitive cgmp 3',5'-cyclic phosphodiesterase, putative
flame cells	Smp-076930	Smp_076930.1	Smp_076930	0.9590822610966575	0	Morn protein, putative
flame cells	Smp-149530	Smp_149530.1	Smp_149530	0.9564483599981383	0	Elongation factor 2 kinase, putative
flame cells	Smp-097940	Smp_097940.1,Smp_097940.2	Smp_097940	0.9557876459670354	0	Serine/threonine kinase
flame cells	Smp-328690	Smp_328690.1	Smp_328690	0.9554178552038022	0	NA
flame cells	Smp-123910	Smp_123910.1,Smp_123910.2	Smp_123910	0.951657284310416	0	Putative ift20
flame cells	Smp-026820	Smp_026820.1	Smp_026820	0.9510258953172367	0	Centrosomal protein of 135 kDa (Cep135 protein) (Centrosomal protein 4), putative
flame cells	Smp-151450	Smp_151450.1	Smp_151450	0.9464284101759366	0	NA
flame cells	Smp-181450	Smp_181450.1	Smp_181450	0.9383445496832532	0	DNA double-strand break repair rad50 ATPase,putative
flame cells	Smp-051410	Smp_051410.1	Smp_051410	0.9365037625498727	0	Septate junction protein
flame cells	Smp-186780	Smp_186780.1	Smp_186780	0.9337060004380321	0	NA
flame cells	Smp-246340	Smp_246340.1	Smp_246340	0.9319540707744092	0	NA
flame cells	Smp-003190	Smp_003190.1	Smp_003190	0.9306403166917836	0	26S proteasome subunit P28-related
flame cells	Smp-011560	Smp_011560.1	Smp_011560	0.9305229697858737	0	Putative tetraspanin
flame cells	Smp-151730	Smp_151730.1	Smp_151730	0.9303632672932215	0	Rtdr1, putative
flame cells	Smp-244110	Smp_244110.1,Smp_244110.2	Smp_244110	0.9293098702449231	0	NA
flame cells	Smp-137840	Smp_137840.1,Smp_137840.2,Smp_137840.3,Smp_137840.4	Smp_137840	0.9254572597192892	0	NA
flame cells	Smp-245770	Smp_245770.1	Smp_245770	0.9225345932390079	0	WD_REPEATS_REGION domain-containing protein
flame cells	Smp-133050	Smp_133050.1,Smp_133050.3,Smp_133050.4	Smp_133050	0.9211084111785663	0	DZANK-type domain-containing protein
flame cells	Smp-001560	Smp_001560.1	Smp_001560	0.9148657161811388	0	NA
flame cells	Smp-323540	Smp_323540.1	Smp_323540	0.8978035841928798	0	NA
flame cells	Smp-138330	Smp_138330.1	Smp_138330	0.8960639712737929	0	Putative tetraspanin
flame cells	Smp-126680	Smp_126680.1,Smp_126680.2,Smp_126680.3	Smp_126680	0.8952201117903313	0	NA
flame cells	Smp-140370	Smp_140370.1,Smp_140370.2,Smp_140370.3,Smp_140370.4	Smp_140370	0.888748374351096	0	NA
flame cells	Smp-347070	Smp_347070.1	Smp_347070	0.8884167327377741	0	Serine/threonine kinase
flame cells	Smp-170010	Smp_170010.1	Smp_170010	0.8882409255120125	0	Putative flagellar radial spoke protein
flame cells	Smp-153530	Smp_153530.1,Smp_153530.2,Smp_153530.3	Smp_153530	0.887881070866441	0	Nucleoside diphosphate kinase
flame cells	Smp-029800	Smp_029800.1,Smp_029800.2,Smp_029800.3	Smp_029800	0.8871382356858216	0	Putative 4.1 G protein
flame cells	Smp-081200	Smp_081200.1	Smp_081200	0.8765204840500308	0	Putative filamin-A-interacting protein 1 (FILIP)
flame cells	Smp-324630	Smp_324630.1	Smp_324630	0.8720273839611898	0	NA
flame cells	Smp-083730	Smp_083730.1	Smp_083730	0.8694774839033528	0	NA
flame cells	Smp-028360	Smp_028360.1	Smp_028360	0.8683858352451057	0	Tubulin epsilon chain, putative
flame cells	Smp-147890	Smp_147890.1,Smp_147890.2	Smp_147890	0.8681057633547595	0	Putative rootletin (Ciliary rootlet coiled-coil protein)
flame cells	Smp-168460	Smp_168460.1	Smp_168460	0.8667049097146897	0	Core 1 udp-galactose:n-acetylgalactosamine-alpha-r beta 1,3-galactosyltransferase, putative
flame cells	Smp-054330	Smp_054330.1	Smp_054330	0.862118436570845	0	Peptidyl-prolyl cis-trans isomerase
flame cells	Smp-308830	Smp_308830.1,Smp_308830.2,Smp_308830.3	Smp_308830	0.8598150413678867	0	DUF4550 domain-containing protein
flame cells	Smp-018870	Smp_018870.1	Smp_018870	0.8553371418464346	0	DUF4537 domain-containing protein
flame cells	Smp-241510	Smp_241510.1	Smp_241510	0.8551143633273932	0	Protein kinase domain-containing protein
flame cells	Smp-104730	Smp_104730.1	Smp_104730	0.8509223201876299	0	Putative dnaj homolog subfamily B member 4
flame cells	Smp-322040	Smp_322040.1	Smp_322040	0.8487264916845974	0	NA
flame cells	Smp-244230	Smp_244230.1	Smp_244230	0.8481673775750455	0	WD_REPEATS_REGION domain-containing protein
flame cells	Smp-127640	Smp_127640.1	Smp_127640	0.8470664769390744	0	NA
flame cells	Smp-080320	Smp_080320.1	Smp_080320	0.8383118756444976	0	Putative wd-repeat protein
flame cells	Smp-123480	Smp_123480.1	Smp_123480	0.8314048491538346	0	Putative serine/threonine kinase
flame cells	Smp-180430	Smp_180430.1,Smp_180430.2	Smp_180430	0.8286196603989566	0	EF-hand domain-containing protein
flame cells	Smp-347210	Smp_347210.1	Smp_347210	0.8270538126862671	0	Transmembrane protein 231
flame cells	Smp-173760	Smp_173760.1	Smp_173760	0.8268662052948406	0	NA
flame cells	Smp-335570	Smp_335570.1,Smp_335570.2	Smp_335570	0.8249579141056848	0	NA
flame cells	Smp-051220	Smp_051220.1	Smp_051220	0.8246996428292166	0	NA
flame cells	Smp-323660	Smp_323660.1	Smp_323660	0.8246117096062628	0	DUF1619 domain-containing protein
flame cells	Smp-202690	Smp_202690.1	Smp_202690	0.8226978402582906	4.326021870596156e-251	Smp_202690
flame cells	Smp-142420	Smp_142420.1,Smp_142420.2	Smp_142420	0.8205632540365005	0	Tetraspanin
flame cells	Smp-174780	Smp_174780.1	Smp_174780	0.8123930729204267	0	NA
flame cells	Smp-305870	Smp_305870.1,Smp_305870.2	Smp_305870	0.8120568739035359	0	NA
flame cells	Smp-137910	Smp_137910.1	Smp_137910	0.8102316200852455	0	Putative tight junction protein
flame cells	Smp-136540	Smp_136540.1,Smp_136540.2,Smp_136540.3	Smp_136540	0.8058449865549018	0	DNAj-related
flame cells	Smp-302040	Smp_302040.1,Smp_302040.2,Smp_302040.3,Smp_302040.4,Smp_302040.5,Smp_302040.6,Smp_302040.7,Smp_302040.8	Smp_302040	0.8029176984196137	1.21229682209295e-298	PDZ domain-containing protein
flame cells	Smp-245480	Smp_245480.1	Smp_245480	0.7999325735927646	0	NA
flame cells	Smp-320800	Smp_320800.1	Smp_320800	0.7998915340912098	0	NA
flame cells	Smp-018940	Smp_018940.1	Smp_018940	0.7958706059710541	0	Putative calmodulin
flame cells	Smp-025620	Smp_025620.1	Smp_025620	0.7958057393737963	0	Putative DNA double-strand break repair rad50 ATPase
flame cells	Smp-049610	Smp_049610.1,Smp_049610.2	Smp_049610	0.7955263242596657	0	NA
flame cells	Smp-082250	Smp_082250.1,Smp_082250.2	Smp_082250	0.7939040369565273	0	Peptidase_M14 domain-containing protein
flame cells	Smp-157760	Smp_157760.1	Smp_157760	0.7930276694636766	0	Putative prion interactor pint1
flame cells	Smp-057090	Smp_057090.1	Smp_057090	0.7880452817969376	0	Putative radial spokehead-l
flame cells	Smp-247190	Smp_247190.1	Smp_247190	0.7876851184323158	0	NA
