gene_id	matrix_name	transcripts_id	gene_type	is_detected
G25575	G25575	SmLNCA147332-IBu	lncRNA	True
G25575	G25575	SmLNCA147333-IBu	lncRNA	True
G25575	G25575	SmLNCA147335-IBu	lncRNA	True
G25575	G25575	SmLNCA147325-IBu	lncRNA	True
G25578	G25578	SmLINC147346-IBu	lncRNA	True
G25578	G25578	SmLINC147348-IBu	lncRNA	True
G25584	G25584	SmLNCA147362-IBu	lncRNA	True
G25586	G25586	SmLNCS147365-IBu	lncRNA	True
G25590	G25590	SmLNCA147369-IBu	lncRNA	True
G25593	G25593	SmLINC147380-IBu	lncRNA	True
G25607	G25607	SmLNCA147415-IBu	lncRNA	True
G25608	G25608	SmLINC147416-IBu	lncRNA	False
G2561	G2561	SmLNCA104688-IBu	lncRNA	True
G25612	G25612	SmLNCA147422-IBu	lncRNA	True
G25622	G25622	SmLNCA147453-IBu	lncRNA	False
G25624	G25624	SmLNCS147462-IBu	lncRNA	True
G25627	G25627	SmLINC147466-IBu	lncRNA	True
G25627	G25627	SmLINC147465-IBu	lncRNA	True
G25629	G25629	SmLNCA005967-IBu	lncRNA	True
G25635	G25635	SmLINC147480-IBu	lncRNA	True
G25635	G25635	SmLINC147479-IBu	lncRNA	True
G25638	G25638	SmLINC147487-IBu	lncRNA	True
G25638	G25638	SmLINC147486-IBu	lncRNA	True
G25638	G25638	SmLINC147488-IBu	lncRNA	True
G25642	G25642	SmLINC147500-IBu	lncRNA	True
G25644	G25644	SmLINC147508-IBu	lncRNA	True
G25653	G25653	SmLINC147529-IBu	lncRNA	True
G25654	G25654	SmLNCA147530-IBu	lncRNA	True
G2566	G2566	SmLNCS104693-IBu	lncRNA	False
G25660	G25660	SmLNCA147536-IBu	lncRNA	False
G25663	G25663	SmLINC147542-IBu	lncRNA	True
G25664	G25664	SmLINC147544-IBu	lncRNA	True
G25664	G25664	SmLINC147543-IBu	lncRNA	True
G25664	G25664	SmLINC147547-IBu	lncRNA	True
G25664	G25664	SmLINC147545-IBu	lncRNA	True
G25664	G25664	SmLINC147546-IBu	lncRNA	True
G25664	G25664	SmLINC147550-IBu	lncRNA	True
G25664	G25664	SmLINC147548-IBu	lncRNA	True
G25664	G25664	SmLINC147549-IBu	lncRNA	True
G25677	G25677	SmLINC147585-IBu	lncRNA	True
G25677	G25677	SmLNCA147588-IBu	lncRNA	True
G25677	G25677	SmLINC147587-IBu	lncRNA	True
G25677	G25677	SmLINC147586-IBu	lncRNA	True
G2568	G2568	SmLNCA104695-IBu	lncRNA	True
G2568	G2568	SmLNCA104696-IBu	lncRNA	True
G25688	G25688	SmLINC147605-IBu	lncRNA	True
G25688	G25688	SmLINC147606-IBu	lncRNA	True
G2569	G2569	SmLNCA104697-IBu	lncRNA	True
G25692	G25692	SmLNCA147610-IBu	lncRNA	True
G25695	G25695	SmLINC147613-IBu	lncRNA	False
G25706	G25706	SmLINC147638-IBu	lncRNA	False
G25714	G25714	SmLNCA147647-IBu	lncRNA	True
G25720	G25720	SmLNCA147655-IBu	lncRNA	True
G25728	G25728	SmLNCA147663-IBu	lncRNA	False
G25729	G25729	SmLNCA147664-IBu	lncRNA	True
G25733	G25733	SmLNCS147673-IBu	lncRNA	True
G25734	G25734	SmLINC147674-IBu	lncRNA	True
G2574	G2574	SmLNCA104704-IBu	lncRNA	True
G25740	G25740	SmLNCA147682-IBu	lncRNA	False
G25743	G25743	SmLNCS147686-IBu	lncRNA	True
G25754	G25754	SmLNCA147713-IBu	lncRNA	True
G25754	G25754	SmLNCA147711-IBu	lncRNA	True
G25754	G25754	SmLNCA147717-IBu	lncRNA	True
G25754	G25754	SmLNCA147719-IBu	lncRNA	True
G25754	G25754	SmLNCA147716-IBu	lncRNA	True
G25754	G25754	SmLNCA147714-IBu	lncRNA	True
G25754	G25754	SmLNCA147718-IBu	lncRNA	True
G25754	G25754	SmLNCA147715-IBu	lncRNA	True
G25760	G25760	SmLINC147731-IBu	lncRNA	False
G25764	G25764	SmLINC147736-IBu	lncRNA	False
G25765	G25765	SmLINC147737-IBu	lncRNA	True
G25765	G25765	SmLNCA147738-IBu	lncRNA	True
G25766	G25766	SmLNCS147739-IBu	lncRNA	True
G25767	G25767	SmLINC147740-IBu	lncRNA	True
G25768	G25768	SmLINC147741-IBu	lncRNA	False
G2577	G2577	SmLNCS104708-IBu	lncRNA	True
G25771	G25771	SmLNCA147746-IBu	lncRNA	True
G25776	G25776	SmLNCA147751-IBu	lncRNA	True
G25777	G25777	SmLINC147754-IBu	lncRNA	True
G25777	G25777	SmLINC147755-IBu	lncRNA	True
G25780	G25780	SmLNCA147758-IBu	lncRNA	True
G25782	G25782	SmLNCA147761-IBu	lncRNA	True
G25782	G25782	SmLNCA147760-IBu	lncRNA	True
G25788	G25788	SmLNCA147768-IBu	lncRNA	True
G25788	G25788	SmLNCA147769-IBu	lncRNA	True
G25793	G25793	SmLNCA147774-IBu	lncRNA	True
G25796	G25796	SmLNCA147788-IBu	lncRNA	True
G25796	G25796	SmLNCA147793-IBu	lncRNA	True
G25796	G25796	SmLNCA147799-IBu	lncRNA	True
G25796	G25796	SmLNCA147780-IBu	lncRNA	True
G25796	G25796	SmLNCA147786-IBu	lncRNA	True
G25796	G25796	SmLNCA147790-IBu	lncRNA	True
G25796	G25796	SmLNCA147804-IBu	lncRNA	True
G25796	G25796	SmLNCA147802-IBu	lncRNA	True
G25796	G25796	SmLNCA147797-IBu	lncRNA	True
G25796	G25796	SmLNCA147805-IBu	lncRNA	True
G25796	G25796	SmLNCA147784-IBu	lncRNA	True
G25796	G25796	SmLNCA147803-IBu	lncRNA	True
G25796	G25796	SmLNCA147789-IBu	lncRNA	True
G25796	G25796	SmLNCA147785-IBu	lncRNA	True
G25796	G25796	SmLNCA147801-IBu	lncRNA	True
G25796	G25796	SmLNCA147791-IBu	lncRNA	True
G25796	G25796	SmLNCA147782-IBu	lncRNA	True
G25796	G25796	SmLNCA147798-IBu	lncRNA	True
G25796	G25796	SmLNCA147795-IBu	lncRNA	True
G25796	G25796	SmLNCA147792-IBu	lncRNA	True
G25796	G25796	SmLNCA147783-IBu	lncRNA	True
G25796	G25796	SmLNCA147787-IBu	lncRNA	True
G25796	G25796	SmLNCA147781-IBu	lncRNA	True
G25796	G25796	SmLNCA147794-IBu	lncRNA	True
G25796	G25796	SmLNCA147800-IBu	lncRNA	True
G25799	G25799	SmLNCA147808-IBu	lncRNA	True
G25815	G25815	SmLNCS147838-IBu	lncRNA	True
G2583	G2583	SmLNCA104715-IBu	lncRNA	True
G2583	G2583	SmLNCA104714-IBu	lncRNA	True
G25832	G25832	SmLINC147859-IBu	lncRNA	True
G25832	G25832	SmLINC147860-IBu	lncRNA	True
G25832	G25832	SmLINC147861-IBu	lncRNA	True
G25834	G25834	SmLINC147863-IBu	lncRNA	True
G25834	G25834	SmLNCA147864-IBu	lncRNA	True
G25835	G25835	SmLNCA147866-IBu	lncRNA	True
G25851	G25851	SmLINC147903-IBu	lncRNA	True
G25858	G25858	SmLNCA147919-IBu	lncRNA	True
G25865	G25865	SmLNCA147930-IBu	lncRNA	True
G25872	G25872	SmLINC147949-IBu	lncRNA	True
G25872	G25872	SmLINC147947-IBu	lncRNA	True
G25872	G25872	SmLINC147948-IBu	lncRNA	True
G25874	G25874	SmLINC147956-IBu	lncRNA	True
G25879	G25879	SmLINC147968-IBu	lncRNA	True
G25879	G25879	SmLNCA147969-IBu	lncRNA	True
G25880	G25880	SmLNCA147970-IBu	lncRNA	False
G25887	G25887	SmLNCS147988-IBu	lncRNA	False
G25907	G25907	SmLINC148029-IBu	lncRNA	True
G25907	G25907	SmLINC148030-IBu	lncRNA	True
G25909	G25909	SmLINC148038-IBu	lncRNA	True
G25914	G25914	SmLINC148048-IBu	lncRNA	True
G25929	G25929	SmLINC148068-IBu	lncRNA	True
G25929	G25929	SmLINC148067-IBu	lncRNA	True
G25932	G25932	SmLINC148076-IBu	lncRNA	True
G25932	G25932	SmLINC148074-IBu	lncRNA	True
G25932	G25932	SmLINC148081-IBu	lncRNA	True
G25932	G25932	SmLINC148077-IBu	lncRNA	True
G25932	G25932	SmLINC148082-IBu	lncRNA	True
G25932	G25932	SmLINC148078-IBu	lncRNA	True
G25932	G25932	SmLINC148083-IBu	lncRNA	True
G25932	G25932	SmLINC148075-IBu	lncRNA	True
G25932	G25932	SmLINC148084-IBu	lncRNA	True
G25932	G25932	SmLINC148079-IBu	lncRNA	True
G25935	G25935	SmLINC148087-IBu	lncRNA	True
G25940	G25940	SmLNCA148092-IBu	lncRNA	True
G2595	G2595	SmLNCA104733-IBu	lncRNA	True
G25953	G25953	SmLINC148114-IBu	lncRNA	True
G25953	G25953	SmLINC148112-IBu	lncRNA	True
G25953	G25953	SmLINC003777-IBu	lncRNA	True
G25953	G25953	SmLINC148111-IBu	lncRNA	True
G25965	G25965	SmLINC148134-IBu	lncRNA	True
G25965	G25965	SmLINC148130-IBu	lncRNA	True
G25965	G25965	SmLINC148133-IBu	lncRNA	True
G25965	G25965	SmLINC148132-IBu	lncRNA	True
G25965	G25965	SmLINC148131-IBu	lncRNA	True
G25965	G25965	SmLINC148135-IBu	lncRNA	True
G25965	G25965	SmLINC148129-IBu	lncRNA	True
G25969	G25969	SmLINC148140-IBu	lncRNA	True
G25979	G25979	SmLINC148161-IBu	lncRNA	True
G25981	G25981	SmLNCA148164-IBu	lncRNA	True
G26018	G26018	SmLNCA148217-IBu	lncRNA	True
G26034	G26034	SmLNCA148244-IBu	lncRNA	True
G26034	G26034	SmLNCA148245-IBu	lncRNA	True
G26039	G26039	SmLNCA148279-IBu	lncRNA	True
G26046	G26046	SmLINC148293-IBu	lncRNA	True
G26049	G26049	SmLNCA148298-IBu	lncRNA	True
G26052	G26052	SmLNCA148302-IBu	lncRNA	True
G26053	G26053	SmLNCA148304-IBu	lncRNA	True
G26057	G26057	SmLNCA148308-IBu	lncRNA	True
G26062	G26062	SmLNCA148316-IBu	lncRNA	True
G26064	G26064	SmLINC148325-IBu	lncRNA	True
G26065	G26065	SmLINC148327-IBu	lncRNA	True
G26071	G26071	SmLNCA148336-IBu	lncRNA	True
G26075	G26075	SmLNCA148341-IBu	lncRNA	True
G26077	G26077	SmLINC148343-IBu	lncRNA	True
G26078	G26078	SmLINC148344-IBu	lncRNA	False
G26079	G26079	SmLINC148345-IBu	lncRNA	True
G26080	G26080	SmLINC148346-IBu	lncRNA	True
G26081	G26081	SmLNCA148347-IBu	lncRNA	True
G26082	G26082	SmLINC148348-IBu	lncRNA	True
G26098	G26098	SmLINC148373-IBu	lncRNA	True
G26098	G26098	SmLINC003799-IBu	lncRNA	True
G26098	G26098	SmLINC148374-IBu	lncRNA	True
G26098	G26098	SmLINC003800-IBu	lncRNA	True
G26098	G26098	SmLINC148379-IBu	lncRNA	True
G26098	G26098	SmLINC148378-IBu	lncRNA	True
G26098	G26098	SmLINC003803-IBu	lncRNA	True
G26098	G26098	SmLINC148380-IBu	lncRNA	True
G26098	G26098	SmLINC003802-IBu	lncRNA	True
G26098	G26098	SmLINC148375-IBu	lncRNA	True
G26098	G26098	SmLINC148382-IBu	lncRNA	True
G26098	G26098	SmLINC148370-IBu	lncRNA	True
G261	G261	SmLNCA100430-IBu	lncRNA	True
G26110	G26110	SmLINC148406-IBu	lncRNA	True
G26112	G26112	SmLINC148412-IBu	lncRNA	True
G26112	G26112	SmLINC148411-IBu	lncRNA	True
G26115	G26115	SmLNCA148415-IBu	lncRNA	True
G26116	G26116	SmLNCA148416-IBu	lncRNA	True
G26117	G26117	SmLINC148417-IBu	lncRNA	True
G26118	G26118	SmLINC148418-IBu	lncRNA	True
G26119	G26119	SmLINC148419-IBu	lncRNA	False
G26121	G26121	SmLINC148421-IBu	lncRNA	False
G26124	G26124	SmLINC148431-IBu	lncRNA	True
G26124	G26124	SmLINC148430-IBu	lncRNA	True
G26125	G26125	SmLINC148432-IBu	lncRNA	True
G26126	G26126	SmLINC148433-IBu	lncRNA	True
G2613	G2613	SmLNCS104756-IBu	lncRNA	True
G2613	G2613	SmLNCS104759-IBu	lncRNA	True
G2613	G2613	SmLNCS104760-IBu	lncRNA	True
G2613	G2613	SmLNCS104761-IBu	lncRNA	True
G2613	G2613	SmLNCS104757-IBu	lncRNA	True
G2613	G2613	SmLNCS104755-IBu	lncRNA	True
G26132	G26132	SmLNCS148442-IBu	lncRNA	True
G26133	G26133	SmLNCA148443-IBu	lncRNA	True
G26136	G26136	SmLNCA148446-IBu	lncRNA	True
G26138	G26138	SmLNCA148459-IBu	lncRNA	False
G26138	G26138	SmLNCA148456-IBu	lncRNA	False
G26138	G26138	SmLNCA148458-IBu	lncRNA	False
G2614	G2614	SmLNCA104762-IBu	lncRNA	True
G26141	G26141	SmLINC148460-IBu	lncRNA	True
G26141	G26141	SmLINC148462-IBu	lncRNA	True
G26141	G26141	SmLINC148461-IBu	lncRNA	True
G26143	G26143	SmLNCA148469-IBu	lncRNA	True
G26143	G26143	SmLNCA148466-IBu	lncRNA	True
G26143	G26143	SmLNCA148464-IBu	lncRNA	True
G26143	G26143	SmLNCA148468-IBu	lncRNA	True
G26143	G26143	SmLNCA148470-IBu	lncRNA	True
G26143	G26143	SmLNCA148467-IBu	lncRNA	True
G26145	G26145	SmLNCA148474-IBu	lncRNA	True
G26149	G26149	SmLINC148483-IBu	lncRNA	True
G26150	G26150	SmLINC148484-IBu	lncRNA	True
G26150	G26150	SmLINC148487-IBu	lncRNA	True
G26150	G26150	SmLINC148485-IBu	lncRNA	True
G26150	G26150	SmLINC148486-IBu	lncRNA	True
G26151	G26151	SmLINC148489-IBu	lncRNA	True
G26151	G26151	SmLINC148490-IBu	lncRNA	True
G26152	G26152	SmLINC148491-IBu	lncRNA	True
G26152	G26152	SmLINC148493-IBu	lncRNA	True
G26152	G26152	SmLINC148494-IBu	lncRNA	True
G26152	G26152	SmLINC148492-IBu	lncRNA	True
G26162	G26162	SmLINC148509-IBu	lncRNA	True
G26182	G26182	SmLNCA148537-IBu	lncRNA	False
G26184	G26184	SmLNCS148539-IBu	lncRNA	True
G26188	G26188	SmLINC148562-IBu	lncRNA	True
G26194	G26194	SmLNCA148569-IBu	lncRNA	True
G26194	G26194	SmLNCA148568-IBu	lncRNA	True
G26194	G26194	SmLNCA148572-IBu	lncRNA	True
G26194	G26194	SmLNCA148573-IBu	lncRNA	True
G26194	G26194	SmLNCA148575-IBu	lncRNA	True
G26194	G26194	SmLNCA148576-IBu	lncRNA	True
G26194	G26194	SmLNCA148570-IBu	lncRNA	True
G26194	G26194	SmLNCA148577-IBu	lncRNA	True
G26194	G26194	SmLNCA148574-IBu	lncRNA	True
G26194	G26194	SmLNCA148578-IBu	lncRNA	True
G26198	G26198	SmLINC148584-IBu	lncRNA	True
G26199	G26199	SmLINC148585-IBu	lncRNA	True
G262	G262	SmLNCA100431-IBu	lncRNA	True
G2620	G2620	SmLNCA104768-IBu	lncRNA	True
G26200	G26200	SmLINC148586-IBu	lncRNA	True
G26200	G26200	SmLINC148591-IBu	lncRNA	True
G26200	G26200	SmLINC148589-IBu	lncRNA	True
G26200	G26200	SmLINC148588-IBu	lncRNA	True
G26200	G26200	SmLINC148590-IBu	lncRNA	True
G26205	G26205	SmLINC148610-IBu	lncRNA	True
G26205	G26205	SmLINC148613-IBu	lncRNA	True
G26205	G26205	SmLINC148614-IBu	lncRNA	True
G26205	G26205	SmLINC148611-IBu	lncRNA	True
G26205	G26205	SmLINC148609-IBu	lncRNA	True
G26205	G26205	SmLINC148612-IBu	lncRNA	True
G26205	G26205	SmLINC148615-IBu	lncRNA	True
G26205	G26205	SmLINC148606-IBu	lncRNA	True
G26205	G26205	SmLINC148608-IBu	lncRNA	True
G26206	G26206	SmLINC148616-IBu	lncRNA	True
G2621	G2621	SmLNCA104770-IBu	lncRNA	True
G2621	G2621	SmLNCA104769-IBu	lncRNA	True
G2621	G2621	SmLNCA104771-IBu	lncRNA	True
G26210	G26210	SmLINC148621-IBu	lncRNA	True
G26210	G26210	SmLINC148620-IBu	lncRNA	True
G26211	G26211	SmLINC148623-IBu	lncRNA	True
G26211	G26211	SmLINC148622-IBu	lncRNA	True
G2622	G2622	SmLNCA104773-IBu	lncRNA	True
G2622	G2622	SmLNCA104772-IBu	lncRNA	True
G26220	G26220	SmLNCA148634-IBu	lncRNA	True
G2623	G2623	SmLNCA104774-IBu	lncRNA	False
G26232	G26232	SmLINC148650-IBu	lncRNA	True
G26234	G26234	SmLINC148656-IBu	lncRNA	True
G26236	G26236	SmLNCS148658-IBu	lncRNA	True
G26238	G26238	SmLINC148661-IBu	lncRNA	True
G26239	G26239	SmLINC148662-IBu	lncRNA	True
G26246	G26246	SmLINC148675-IBu	lncRNA	True
G26247	G26247	SmLNCS148676-IBu	lncRNA	True
G26260	G26260	SmLINC148689-IBu	lncRNA	True
G26260	G26260	SmLINC148690-IBu	lncRNA	True
G26262	G26262	SmLINC148692-IBu	lncRNA	True
G26264	G26264	SmLNCA148694-IBu	lncRNA	True
G26272	G26272	SmLINC148713-IBu	lncRNA	False
G26275	G26275	SmLINC148717-IBu	lncRNA	False
G26276	G26276	SmLINC148718-IBu	lncRNA	False
G26277	G26277	SmLNCA148723-IBu	lncRNA	True
G26277	G26277	SmLNCA148720-IBu	lncRNA	True
G26277	G26277	SmLNCA148722-IBu	lncRNA	True
G26277	G26277	SmLNCA148725-IBu	lncRNA	True
G26277	G26277	SmLNCA148721-IBu	lncRNA	True
G26279	G26279	SmLNCS148728-IBu	lncRNA	False
G26289	G26289	SmLINC148747-IBu	lncRNA	True
G26292	G26292	SmLINC148750-IBu	lncRNA	True
G26293	G26293	SmLNCA148751-IBu	lncRNA	True
G26295	G26295	SmLINC148754-IBu	lncRNA	True
G26297	G26297	SmLINC148757-IBu	lncRNA	True
G2631	G2631	SmLNCS104785-IBu	lncRNA	True
G26317	G26317	SmLINC148781-IBu	lncRNA	True
G26321	G26321	SmLINC148793-IBu	lncRNA	False
G26324	G26324	SmLNCA148797-IBu	lncRNA	True
G26326	G26326	SmLNCA148799-IBu	lncRNA	True
G26326	G26326	SmLNCA148800-IBu	lncRNA	True
G26330	G26330	SmLNCA148805-IBu	lncRNA	True
G26333	G26333	SmLNCA148817-IBu	lncRNA	True
G26333	G26333	SmLNCA148816-IBu	lncRNA	True
G26334	G26334	SmLNCA148818-IBu	lncRNA	True
G2634	G2634	SmLNCA104792-IBu	lncRNA	True
G26355	G26355	SmLINC148857-IBu	lncRNA	True
G26359	G26359	SmLNCA148879-IBu	lncRNA	True
G26360	G26360	SmLNCA148880-IBu	lncRNA	False
G26372	G26372	SmLINC148904-IBu	lncRNA	True
G26376	G26376	SmLNCS148913-IBu	lncRNA	True
G26386	G26386	SmLNCA148926-IBu	lncRNA	True
G26386	G26386	SmLNCA148928-IBu	lncRNA	True
G26393	G26393	SmLINC148937-IBu	lncRNA	True
G26393	G26393	SmLINC148938-IBu	lncRNA	True
G26393	G26393	SmLINC148936-IBu	lncRNA	True
G26393	G26393	SmLINC148939-IBu	lncRNA	True
G26400	G26400	SmLNCA148949-IBu	lncRNA	True
G26401	G26401	SmLINC148950-IBu	lncRNA	True
G26401	G26401	SmLINC148951-IBu	lncRNA	True
G26402	G26402	SmLNCA148952-IBu	lncRNA	True
G26407	G26407	SmLINC148957-IBu	lncRNA	True
G26422	G26422	SmLNCA148982-IBu	lncRNA	True
G26424	G26424	SmLNCS148984-IBu	lncRNA	False
G26427	G26427	SmLINC148987-IBu	lncRNA	True
G26428	G26428	SmLINC148988-IBu	lncRNA	True
G26428	G26428	SmLINC148989-IBu	lncRNA	True
G2643	G2643	SmLNCS104806-IBu	lncRNA	True
G26432	G26432	SmLNCA148994-IBu	lncRNA	False
G26435	G26435	SmLNCA148997-IBu	lncRNA	True
G26436	G26436	SmLINC148998-IBu	lncRNA	True
G26437	G26437	SmLNCA149001-IBu	lncRNA	True
G26438	G26438	SmLNCA149003-IBu	lncRNA	True
G26438	G26438	SmLNCA149002-IBu	lncRNA	True
G26442	G26442	SmLNCA149007-IBu	lncRNA	True
G26444	G26444	SmLINC149013-IBu	lncRNA	True
G26448	G26448	SmLINC149017-IBu	lncRNA	True
G26449	G26449	SmLNCA149018-IBu	lncRNA	False
G2645	G2645	SmLNCA104810-IBu	lncRNA	True
G2645	G2645	SmLNCA104809-IBu	lncRNA	True
G2645	G2645	SmLNCA104808-IBu	lncRNA	True
G26453	G26453	SmLINC149026-IBu	lncRNA	False
G26455	G26455	SmLNCS149028-IBu	lncRNA	False
G26457	G26457	SmLNCA149030-IBu	lncRNA	True
G26458	G26458	SmLNCA149031-IBu	lncRNA	True
G26459	G26459	SmLNCA149032-IBu	lncRNA	False
G26464	G26464	SmLINC149040-IBu	lncRNA	True
G26464	G26464	SmLINC149039-IBu	lncRNA	True
G26464	G26464	SmLINC149041-IBu	lncRNA	True
G26471	G26471	SmLNCA149054-IBu	lncRNA	True
G26475	G26475	SmLNCS149062-IBu	lncRNA	True
G26477	G26477	SmLNCS149064-IBu	lncRNA	True
G2648	G2648	SmLNCA104816-IBu	lncRNA	True
G26480	G26480	SmLNCA149067-IBu	lncRNA	True
G26487	G26487	SmLNCS149075-IBu	lncRNA	True
G26487	G26487	SmLNCS149077-IBu	lncRNA	True
G26487	G26487	SmLNCS149074-IBu	lncRNA	True
G26488	G26488	SmLNCA149078-IBu	lncRNA	False
G2649	G2649	SmLNCA104821-IBu	lncRNA	False
G26492	G26492	SmLINC149082-IBu	lncRNA	False
G26493	G26493	SmLNCA149084-IBu	lncRNA	True
G26493	G26493	SmLNCA149083-IBu	lncRNA	True
G26494	G26494	SmLNCA149085-IBu	lncRNA	True
G26494	G26494	SmLNCA149086-IBu	lncRNA	True
G26494	G26494	SmLNCA149087-IBu	lncRNA	True
G26494	G26494	SmLNCA149088-IBu	lncRNA	True
G26502	G26502	SmLINC149104-IBu	lncRNA	False
G26506	G26506	SmLNCS149122-IBu	lncRNA	False
G26507	G26507	SmLNCA149124-IBu	lncRNA	True
G26508	G26508	SmLINC149125-IBu	lncRNA	True
G26510	G26510	SmLINC149133-IBu	lncRNA	True
G26522	G26522	SmLINC149158-IBu	lncRNA	True
G26522	G26522	SmLINC149157-IBu	lncRNA	True
G26522	G26522	SmLINC149159-IBu	lncRNA	True
G26523	G26523	SmLNCA149161-IBu	lncRNA	True
G26523	G26523	SmLNCA149164-IBu	lncRNA	True
G26523	G26523	SmLNCA149162-IBu	lncRNA	True
G26523	G26523	SmLNCA149163-IBu	lncRNA	True
G26524	G26524	SmLINC149165-IBu	lncRNA	False
G2655	G2655	SmLINC104830-IBu	lncRNA	True
G2655	G2655	SmLNCA104827-IBu	lncRNA	True
G2655	G2655	SmLINC104828-IBu	lncRNA	True
G2655	G2655	SmLNCA104829-IBu	lncRNA	True
G26551	G26551	SmLNCA149197-IBu	lncRNA	False
G26558	G26558	SmLNCA149206-IBu	lncRNA	True
G26558	G26558	SmLNCA149207-IBu	lncRNA	True
G26558	G26558	SmLNCA149204-IBu	lncRNA	True
G26560	G26560	SmLNCS149210-IBu	lncRNA	False
G26562	G26562	SmLNCS149213-IBu	lncRNA	True
G26564	G26564	SmLNCS149215-IBu	lncRNA	True
G26565	G26565	SmLNCS149216-IBu	lncRNA	False
G26568	G26568	SmLNCA149222-IBu	lncRNA	True
G2657	G2657	SmLNCA104832-IBu	lncRNA	True
G26572	G26572	SmLNCA149228-IBu	lncRNA	True
G2658	G2658	SmLINC104833-IBu	lncRNA	True
G26580	G26580	SmLNCA149236-IBu	lncRNA	True
G26582	G26582	SmLNCS149238-IBu	lncRNA	False
G26584	G26584	SmLNCA149240-IBu	lncRNA	True
G26588	G26588	SmLNCS149246-IBu	lncRNA	True
G26589	G26589	SmLNCA149252-IBu	lncRNA	True
G26590	G26590	SmLNCA149253-IBu	lncRNA	True
G26597	G26597	SmLINC149262-IBu	lncRNA	True
G26597	G26597	SmLINC149263-IBu	lncRNA	True
G26612	G26612	SmLINC149291-IBu	lncRNA	True
G26613	G26613	SmLNCA149292-IBu	lncRNA	True
G26613	G26613	SmLNCA149293-IBu	lncRNA	True
G26613	G26613	SmLNCA149294-IBu	lncRNA	True
G26625	G26625	SmLINC149313-IBu	lncRNA	True
G26627	G26627	SmLNCA149316-IBu	lncRNA	True
G26628	G26628	SmLNCA149317-IBu	lncRNA	False
G26634	G26634	SmLINC149327-IBu	lncRNA	True
G26638	G26638	SmLINC149334-IBu	lncRNA	True
G26638	G26638	SmLNCA149332-IBu	lncRNA	True
G2664	G2664	SmLNCA104841-IBu	lncRNA	True
G26640	G26640	SmLNCA149336-IBu	lncRNA	True
G26643	G26643	SmLNCA149340-IBu	lncRNA	True
G26644	G26644	SmLNCA149341-IBu	lncRNA	True
G26645	G26645	SmLINC149342-IBu	lncRNA	True
G26650	G26650	SmLNCA149348-IBu	lncRNA	True
G26650	G26650	SmLNCA149349-IBu	lncRNA	True
G26650	G26650	SmLNCA149347-IBu	lncRNA	True
G2666	G2666	SmLNCA104844-IBu	lncRNA	True
G2666	G2666	SmLNCA104843-IBu	lncRNA	True
G26660	G26660	SmLNCA149360-IBu	lncRNA	True
G26668	G26668	SmLINC149370-IBu	lncRNA	True
G26669	G26669	SmLNCA149374-IBu	lncRNA	True
G26669	G26669	SmLNCA149372-IBu	lncRNA	True
G26669	G26669	SmLNCA149373-IBu	lncRNA	True
G26673	G26673	SmLINC149378-IBu	lncRNA	False
G2668	G2668	SmLNCA104847-IBu	lncRNA	True
G2668	G2668	SmLNCA104846-IBu	lncRNA	True
G26685	G26685	SmLINC149401-IBu	lncRNA	False
G26687	G26687	SmLINC149403-IBu	lncRNA	True
G26688	G26688	SmLNCA149404-IBu	lncRNA	False
G26689	G26689	SmLINC149408-IBu	lncRNA	True
G26689	G26689	SmLNCA149405-IBu	lncRNA	True
G26689	G26689	SmLINC149406-IBu	lncRNA	True
G26689	G26689	SmLINC149407-IBu	lncRNA	True
G26689	G26689	SmLINC149409-IBu	lncRNA	True
G26691	G26691	SmLINC149411-IBu	lncRNA	True
G26693	G26693	SmLNCA149414-IBu	lncRNA	True
G26700	G26700	SmLNCA149427-IBu	lncRNA	False
G26703	G26703	SmLINC149433-IBu	lncRNA	False
G26712	G26712	SmLINC149443-IBu	lncRNA	False
G26717	G26717	SmLNCA149449-IBu	lncRNA	True
G26724	G26724	SmLNCA149459-IBu	lncRNA	True
G26725	G26725	SmLNCA149460-IBu	lncRNA	True
G26726	G26726	SmLINC149462-IBu	lncRNA	True
G26731	G26731	SmLINC149467-IBu	lncRNA	True
G26745	G26745	SmLNCA149497-IBu	lncRNA	True
G26746	G26746	SmLNCA149498-IBu	lncRNA	True
G26753	G26753	SmLINC149511-IBu	lncRNA	True
G26754	G26754	SmLINC149512-IBu	lncRNA	True
G2676	G2676	SmLINC104861-IBu	lncRNA	True
G2676	G2676	SmLINC104860-IBu	lncRNA	True
G2676	G2676	SmLINC104858-IBu	lncRNA	True
G2676	G2676	SmLINC104856-IBu	lncRNA	True
G2676	G2676	SmLINC104859-IBu	lncRNA	True
G2676	G2676	SmLINC104862-IBu	lncRNA	True
G2676	G2676	SmLINC104857-IBu	lncRNA	True
G26764	G26764	SmLNCA149531-IBu	lncRNA	True
G26764	G26764	SmLNCA149530-IBu	lncRNA	True
G26773	G26773	SmLNCA149540-IBu	lncRNA	True
G26774	G26774	SmLNCA149544-IBu	lncRNA	False
G26774	G26774	SmLNCA149542-IBu	lncRNA	False
G26776	G26776	SmLNCA149546-IBu	lncRNA	False
G26779	G26779	SmLINC149550-IBu	lncRNA	False
G26783	G26783	SmLINC149554-IBu	lncRNA	True
G26786	G26786	SmLINC149558-IBu	lncRNA	True
G26786	G26786	SmLINC149557-IBu	lncRNA	True
